Date,Actual_Price,Predicted_Price
2025-08-14,21622.98075306916,21758.2653298215
2025-08-15,21629.77002555784,21671.262620825786
2025-08-18,21314.94872418791,21662.840980530716
2025-08-19,21172.859856568277,21362.48004151415
2025-08-20,21100.31073719915,21210.648725815117
2025-08-21,21496.539017508738,21147.8658112525
2025-08-22,21449.288799345028,21549.992067850195
2025-08-25,21544.269694747403,21492.00554455258
2025-08-26,21590.1415279028,21593.806459274143
2025-08-27,21705.161303583533,21652.687783893198
2025-08-28,21455.55079375347,21772.902360683773
2025-08-29,21455.55078125,21520.621251514647
2025-09-01,21279.630829988746,21509.185770497657
2025-09-02,21497.73126678425,21334.56627725251
2025-09-03,21707.689744692296,21579.18937834259
2025-09-04,21700.390681016142,21783.076026099734
2025-09-05,21798.700135340914,21764.103093231097
2025-09-08,21879.48992427718,21871.122408297844
2025-09-09,21886.060387122678,21927.648749791086
2025-09-10,22043.071474517696,21949.574571842328
2025-09-11,22141.10073436238,22116.823056037538
2025-09-12,22348.75107307057,22206.16142956866
2025-09-15,22333.961144536734,22416.009853184223
2025-09-16,22261.330239489675,22410.48408714123
2025-09-17,22470.71949376515,22313.964701267425
2025-09-18,22631.481324228924,22520.528797716368
2025-09-19,22788.980163369793,22702.78820660943
2025-09-22,22573.470692681614,22878.725271437783
2025-09-23,22497.85990097327,22676.65853924537
2025-09-24,22384.699696945027,22584.89145881869
2025-09-25,22484.07015302265,22473.820582450368
2025-09-26,22591.151379234158,22591.751768684946
2025-09-29,22660.009624998318,22696.172235939885
2025-09-30,22755.15978145413,22763.96596620325
2025-10-01,22844.050213236827,22851.428557251114
2025-10-02,22780.509817495476,22945.21034841193
2025-10-03,22941.669919018866,22872.74947866192
2025-10-06,22788.35913032526,23043.406720291823
2025-10-07,23043.381426893175,22908.350896071643
2025-10-08,23024.6313128405,23165.638176504057
2025-10-09,22204.429602042655,23158.280965618556
2025-10-10,22694.60962100979,22323.448239382356
2025-10-13,22521.69861686416,22796.462585180998
2025-10-14,22670.07982620271,22661.676415463444
2025-10-15,22562.53877549304,22793.505231290823
2025-10-16,22679.96980374679,22694.69571552705
2025-10-17,22990.53779062,22797.896380681777
2025-10-20,22953.669986398425,23082.21226276178
2025-10-21,22740.400689675706,23088.599151792238
2025-10-22,22941.80154164089,22831.79184894194
2025-10-23,23204.86848177295,23044.37776683597
2025-10-24,23637.461419441504,23355.969247706933
2025-10-27,23827.490883846767,23779.89252305124
2025-10-28,23958.469442091882,23952.047166140983
2025-10-29,23581.140715009766,24074.472934493795
2025-10-30,23724.961663801223,23714.8023808524
2025-10-31,23834.721938255243,23855.2718991274
2025-11-03,23348.640442651813,23972.913989882218
2025-11-04,23499.80014694482,23488.38274326548
2025-11-05,23053.98965304764,23631.99859033432
2025-11-06,23004.539601649973,23203.195464112097
2025-11-07,23527.16880523134,23132.209388262592
2025-11-10,23468.300167005043,23669.242637582123
