Date,Actual_Price,Predicted_Price
2025-06-16,2950.3001151882636,2957.854160079849
2025-06-17,2972.190054302104,2963.456912818743
2025-06-18,2977.739894776605,2984.9157889038906
2025-06-19,3021.840218506666,2992.867928643682
2025-06-20,3014.4699333574536,3035.167569366895
2025-06-23,3103.6397803461878,3028.18431186222
2025-06-24,3108.2498771025566,3117.9208550707845
2025-06-25,3079.5600565373898,3121.8025884628296
2025-06-26,3055.939878231293,3092.346575360396
2025-06-27,3071.7001335317036,3068.993775358249
2025-06-30,3089.649857950979,3084.13855548398
2025-07-01,3075.0600256017933,3103.7331618447206
2025-07-02,3116.2701350125135,3087.7193846778246
2025-07-03,3054.2799468011654,3130.727974044101
2025-07-04,3059.4698900625226,3069.5270202764077
2025-07-07,3114.950028062274,3073.3864864912175
2025-07-08,3133.7400409494876,3129.808388632082
2025-07-09,3183.229918292316,3149.115795643098
2025-07-10,3175.7699682490784,3197.7599091472803
2025-07-11,3202.0299319785554,3191.564430858474
2025-07-14,3215.2800066920463,3217.796250382671
2025-07-15,3186.379869197728,3232.13219559766
2025-07-16,3192.2899080034113,3205.9765220325207
2025-07-17,3188.0701131530805,3209.2957049579127
2025-07-18,3210.8102145839075,3205.0338715995895
2025-07-21,3169.939883656916,3227.2617795394035
2025-07-22,3183.7702016729745,3184.979059909354
2025-07-23,3190.4498348645866,3197.77675730834
2025-07-24,3196.0499488211935,3204.1525262404466
2025-07-25,3209.519882372173,3209.2257512555807
2025-07-28,3230.570159487077,3222.3946643659147
2025-07-29,3254.4698557701486,3246.0196852007357
2025-07-30,3245.4399366613507,3269.2509750621102
2025-07-31,3119.4098938235256,3261.4264821790275
2025-08-01,3147.749935723754,3134.787175975507
2025-08-04,3198.0000287890434,3159.6094931066036
2025-08-05,3198.13991189003,3211.847846031189
2025-08-06,3227.679748911469,3211.861770035466
2025-08-07,3210.0099726509216,3241.5335550235177
2025-08-08,3206.7700020369666,3224.8060578152654
2025-08-11,3189.909893473814,3221.7365375798545
2025-08-12,3224.3700783425884,3205.1297142889816
2025-08-13,3225.660079254303,3238.892184185679
2025-08-14,3225.659912109375,3240.193556074868
2025-08-15,3177.2800584433135,3240.5750084723113
2025-08-18,3151.5600541794993,3191.0014147307083
2025-08-19,3130.0900151194946,3165.302614615357
2025-08-20,3141.7401343255187,3142.625585615955
2025-08-21,3168.730104970484,3154.5483567626507
2025-08-22,3209.8600458137225,3182.358535881678
2025-08-25,3179.3600370439963,3222.8493794449023
2025-08-26,3187.159738975839,3193.2981729448366
2025-08-27,3196.3202430583187,3202.366213460249
2025-08-28,3186.0099398410675,3212.170578780613
2025-08-29,3142.9300195714604,3201.4083218367014
2025-09-01,3172.3502395096,3157.018139277643
2025-09-02,3184.4198863168713,3186.542196567636
2025-09-03,3200.83018789324,3201.443641590653
2025-09-04,3205.120054789586,3217.5855219829828
2025-09-05,3219.5902544353157,3221.4754376097117
2025-09-08,3260.050048337609,3236.528172225808
2025-09-09,3314.5299000853265,3275.63637343148
2025-09-10,3344.1997980952146,3332.6475936690986
2025-09-11,3395.54014469526,3364.038453837653
2025-09-12,3407.3102294511627,3415.177127112751
2025-09-15,3449.620111972501,3427.856013857585
2025-09-16,3413.3998807082535,3471.345227097394
2025-09-17,3461.3000064258813,3433.0003008718486
2025-09-18,3445.2400874494924,3480.5437793346937
2025-09-19,3468.649742389127,3467.517840479646
2025-09-22,3486.189959073963,3492.4403538860497
2025-09-23,3472.1398022724316,3511.607194997836
2025-09-24,3471.110081189545,3495.789130318444
2025-09-25,3386.050073847524,3494.8789504516753
2025-09-26,3431.209852863889,3410.525686593144
2025-09-29,3424.6000021733344,3453.667868483695
2025-09-30,3455.8299582327018,3447.7655033995397
2025-10-01,3549.209825056605,3478.1570442812517
2025-10-02,3549.2099609375,3573.534757026937
2025-10-03,3549.2099609375,3574.1888677685056
2025-10-06,3549.2099609375,3574.5510403395165
2025-10-07,3549.2099609375,3576.1905481814174
2025-10-08,3549.2099609375,3576.600107817794
2025-10-09,3610.599904119037,3577.517809110461
2025-10-10,3584.549965177721,3638.8070500850445
2025-10-13,3561.8100176246808,3610.764764832915
2025-10-14,3657.279860548326,3590.88714916975
2025-10-15,3748.370133137825,3684.9116809006664
2025-10-16,3748.889792733942,3779.271821477916
2025-10-17,3814.690029170946,3779.1988201754866
2025-10-20,3823.8398952854914,3843.2598436187254
2025-10-21,3883.6801242277434,3857.320422980236
2025-10-22,3845.5600795303035,3914.0952564226463
2025-10-23,3941.58986287046,3876.803198656242
2025-10-24,4042.830112876545,3975.766384487477
2025-10-27,4010.4100201200927,4078.5377096317243
2025-10-28,4081.1496967631683,4045.3325623583514
2025-10-29,4086.889758890611,4114.762459469202
2025-10-30,4107.5002000350505,4123.156219090655
2025-10-31,4221.870012879372,4142.96158850193
2025-11-03,4121.740333610214,4259.629159634351
2025-11-04,4004.419923499576,4160.275319261709
2025-11-05,4026.4497956007253,4039.8498819591478
2025-11-06,3953.7599895202584,4061.988908390369
2025-11-07,4073.2399347967585,3986.5368874787237
2025-11-10,4106.390206262266,4106.592202569154
